song title,artist/band name,year,lyrics url,lyrics
Heartbreak Song,"Chiu, Kim",2007,https://www.azlyrics.com/lyrics/kimchiu/heartbreaksong.html,"Bakit kaya ganito aking nadarama
Nasasaktan, nang hindi naman nalalaman
Kung meron man akong hiling
Sa puso kong ito
Hindi sana'y hindi sa tulad mo
Gulong gulo ang isip ko
Sa puso kong ito
Hindi alam kung bakit ba
Ikaw ang minahal
Kung kaya ko lang sanang pigilan
Ang aking pusong,
Piliin ka para ibigin ko
Pag ibig ba ay sadyang di maintindihan
Puso't isipan ay hindi rin magkasunduan
Kung kaya kong, limutin ka
Ay ginawa ko na
Ano bang meron ka't mahal kita
Gulong gulo ang isip ko
Sa puso kong ito
Hindi alam kung bakit ba
Ikaw ang minahal
Kung kaya ko lang sanang pigilan
Abng aking pusong,
Piliin ka para ibigin ko
Gulong gulo ang isip ko
Sa puso kong ito
Hindi alam kung bakit ba
Ikaw ang minahal
Kung kaya ko lang sanang pigilan
Ang aking pusong,
Piliin ka para ibigin ko"
White Tooth Man,Iron & Wine,2007,https://www.azlyrics.com/lyrics/ironwine/whitetoothman.html,"Said the plain clothes cop to the beauty queen 
""I've seen nothing but a spoke in a wheel"" 
So she gave up her crown to a kid with a crutch 
And they both felt cheated after closing the deal 
And the white tooth man, I ran with him 
Got all cut up from pissing out in the weeds 
And a fight upstate with a broken blade 
And a wife whose finger never wanted a ring 
Said the plain clothes cop to the Indian chief 
""I've made nothing but an honest mistake"" 
The postman cried while reading the mail 
And we all got trampled in the Christmas parade 
And the white tooth man who sold me a gun 
A map of Canaan and a government bond 
Said, ""I love this town, but it ain't the same"" 
The ski mask ripped as he was putting it on 
Said the plain clothes cop to the holy ghost 
""I've heard nothing if it wasn't the wind"" 
And we all got sick on a strip club meal 
While the statehouse was frying all the witches again 
So the white tooth man with his kids in the car 
And a wad of money that was already spent 
Said, ""I love my dog but she just ran away
She'll keep running like the world never ends"""
Take Us Somewhere New,Mr Hudson,2007,https://www.azlyrics.com/lyrics/mrhudson/takeussomewherenew.html,"I say we step outside
(Come on, come on)
'Cos we can brave the cold
(We brave the cold)
The night is on freezeframe
(It's on, but double brandies)
Triple blaze the cold from my soul
I search for my Panama
Even though the summers which once were ours
Have died.
Take us out tonight
In the backside of your...
Take us somewhere new
You've got to take us out tonight
In the backseat please
Take us somewhere new
I say we drive all night
(Come on, come on)
Forget my temperature
(We'll brave the cold)
I love the motorway
The weather never let us roam
So wide or so far
Just keep 'em peeled for the exit light
Even though
The ballads that once I wrote
Have died
Take us out tonight
In the backside of your...
Take us somewhere new
You've got to take us out tonight
In the backseat please
Take us somewhere new
Take us out tonight
In the backside of your...
Take us somewhere new
You've got to take us out tonight
In the backseat please
Take us somewhere new
I say we step outside
'Cos we can brave the cold
The night is on freezeframe
And double brandies triple blaze the cold
From my soul
Triple blaze the cold from my soul
I say we step outside
'Cos we can brave the cold
The night is on freezeframe
And double brandies triple blaze the cold
From my soul
Triple blaze the cold from my soul
Take us out tonight
In the backside of your...
Take us somewhere new
You've got to take us out tonight
In the backseat please
Take us somewhere new
Anywhere will do
(Take us out tonight in the backseat of your Corvette) [x7]
Just dig a shallow grave
How much will you save
By staying here
Just dig a shallow grave
How much will you save
By staying here
You've got to take us out tonight
Somewhere new, anywhere will do
Anywhere will do"
Me Sacaron Del Tenampa,Ramon Ayala,2007,https://www.azlyrics.com/lyrics/ramonayala/mesacarondeltenampa.html,"A cuantas veces 
me han sacado del tenampa 
y habia un borracho 
y con un nudo en la garganta 
voy por las calles 
cantando mis canciones 
y los mariachis 
van pisando mis talones 
les pedi veinte treinta o cincomil canciones 
y me cantaron me cai de la nube 
me revolque grite y llore de sentimiento 
me recordaron de un amor que yo antes tube 
en el tenampa se recuerdan muchas cosas 
y los mariachis son los amos y señores 
te toma cuatro cinco veinte o treinta copas 
y las canciones te recuerdan tus amores 
A cuantas veces 
me han sacado del tenampa 
y habia un borracho 
y con un nudo en la garganta 
voy por las calles 
cantando mis canciones 
y los mariachis 
van pisando mis talones 
les pedi veinte treinta o cincomil canciones 
y me cantaron me cai de la nube 
me revolque grite y llore de sentimiento 
me recordaron de un amor que yo antes tube 
en el tenampa se recuerdan muchas cosas 
y los mariachis son los amos y señores 
te toma cuatro cinco veinte o treinta copas 
y las canciones te recuerdan tus amores"
Life Time Lover,J Boog,2008,https://www.azlyrics.com/lyrics/jboog/lifetimelover.html,"Well I met this girl from the country
She wants to know everything that's about me
Are you single, what is your age, she's kinda hesitant cause everybody plays the game
But meeting you was so surprising I was a stranger in your town you walked by me
Now can we just talk, just take a walk, one minute and you will see
Whoooa La-da-di-de-die-day
I can tell by your eyes you wanna swing my way
Be your love that or will will miss laday, come unwind with me, me now baybay
Well she knows I got the remody, the real thing, not only physically
I need a lifetime lover, not a nighttime lover
Now it's getting kinda serious, don't be scared don't be delirious
I need a lifetime lover, not a nighttime lover
She got me hooked like nicotine, can't eat or walk or talk or look, or sing or do anything kiss
It was a one night thing, well I know you know what I mean
The way she cried I felt we made love, knowin I did was strong and she just can't sha shake it off
It was a one night thing, well I know you know what I meannnn
But end up wonderin whys whys gotta be this wayyyy
I guess it's that chance you take, wonderin if, wonderin if you are the one
Well she knows I got the remedy, the real thing, not only physically
I need a lifetime lover, not a nighttime lover
Now it's getting kinda serious, don't be scared don't be delirious
I need a lifetime lover, not a nighttime lover
Well I met this girl from the country
She wants to know everything that's about me
Are you single, what is your age, she's kinda hesitant cause everybody plays the game
But meeting you was so surprising I was a stranger in your town you walked by me
Now can we just talk, just take a walk, one minute and you will see
Wooo a laaddaadiiidddyyydddaaadiiiddayyy
I can tell by your eyes you wanna swing my way
Be your love that or will will miss laday, come unwind with me, me now baybay
Well she knows I got the remedy, the real thing, not only physically
I need a lifetime lover, not a nighttime lover
Now it's getting kinda serious, don't be scared don't be delirious
I need a lifetime lover, not a nighttime lover
Well she knows I got the remedy, the real thing, not only physically
I need a lifetime lover, not a nighttime lover
Now it's getting kinda serious, don't be scared don't be delirious
I need a lifetime lover, not a nighttime lover"
Landslide,Boyce Avenue,2008,https://www.azlyrics.com/lyrics/boyceavenue/landslide.html,"I took my love and I took it down
I climbed a mountain and I turned around
And I saw my reflection in the snow-covered hills
Well the landslide brought me down
Oh mirror in the sky
What is love
Can the child within my heart rise above
Can I sail thru the changing ocean tides
Can I handle the seasons of my life
Uh huh
Uh huh, uh huh
Well I've been afraid of changing cause I built my life around you
But time makes you bolder
Children get older
And I'm getting older too
Well..
Well I've been afraid of changing cause I built my life around you
But time makes you bolder
Children get older
I'm getting older too
Well I'm getting older too
So take this love and take it down
Yeah and if you climb a mountain and ya turn around
And if you see my reflection in the snow-covered hills
Well the landslide brought me down
And if you see my reflection in the snow-covered hills
Well maybe
Well maybe
Well maybe
The landslide will bring you down"
A Kiss Is Not A Contract,Flight Of The Conchords,2008,https://www.azlyrics.com/lyrics/flightoftheconchords/akissisnotacontract.html,"A kiss is not a contract
but it's very nice
Mmm. it's very nice
Just because you've been exploring my mouth
Doesn't mean you get to take an expedition further south, no
A kiss is not a contract
but it's very nice
It's very very nice
Just because we've been playing tonsil hockey
Doesn't mean you get to score the goal thats in my jockeys
Just because I'm in a two-man novelty band
Doesn't mean it's all about poon-tang
I can't go around loving everyone
I just wouldn't get anything done
You could take me out to dinner that might be quite nice
You could buy me a burrito and some beans and rice
But that won't get you into pants paradise
They call it a fly because it takes you up to Heaven, Whoa-ohh
A kiss is not a contract
But it's very nice
It's very very nice
I'm only one man
Baby, pretty baby
We're only two men, Ladies
Babies, oh pretty babies."
On Fire,JJ Grey & Mofro,2008,https://www.azlyrics.com/lyrics/jjgreymofro/onfire.html,"Well she's on the dance floor at your local jook
Trying to sweat a bunch of fools she done already took
But when that gal gets down you can't help but stare
Cause that frames lit and smoking like a signal flare
She's on fire
She's on fire
She's on fire
She's on fire
We tried to look away we all tried to be cool
But she had an ass as thick as an army mule's
She asked out for a drink just a batting those eyes
We all was reaching for our wallets man she's a light
She's on fire
She's on fire
She's on fire
She's on fire
With a smooth proposition she's got you in hand
I hear you say you don't care boy are you a man
She's on fire
She's on fire
She's on fire
She's on fire"
When It's Over,3 Doors Down,2008,https://www.azlyrics.com/lyrics/3doorsdown/whenitsover.html,"You must be happy with yourself
You think you're so much better than me
Why do you love to see me fail so much
'cause on that day you crawl back on your knees
Tell me who will save you
When there's no one else around
And you can't turn to me
Tell me where will you be
When it's over
And all this pride you hold inside
Is gone
Tell me where will you hide
When it's over
And everything you know is said and done
When it's over, where will you run
Do your memories haunt your dreams
Do they simply seem to have a mind of their own
Tell me what the emptiness brings
When everything you know is everything but gone
Tell me who will save you
When there's no one else around
And you can't turn to me
Tell me where will you be
When it's over
And all this pride you hold inside
Is gone
Tell me where will you hide
When it's over
And everything you know is said and done
When it's over, where will you run
You can't hold your world together now
Everyone sees who you really are
When your castle crumbles at your feet
Don't you run to me
When it's over
And all this pride you hold inside is dying
Where will you hide?
When it's over
And all this pride you hold inside has died
Tell me where will you hide
When it's over
And everything you know is said and done
When it's over, where will you run?"
Around The Bend,Randy Travis,2008,https://www.azlyrics.com/lyrics/randytravis/aroundthebend.html,"Just around the bend nobody knows
Still that's where everybody wants to go
Might be a mile right up ahead
All I really know is that I'm not there yet
When I was a child I thought as a child
And I had no fear of all things wild
Crawl turned to a walk, walk turned to a run
Run turned to a leap, hair in the wind
Taking that one step forward around the bend
Here I go
I don't know what waits but I am not afraid
I'll just make my own sweet way around the bend
See I've been alone and I've been loved
I've turned the other cheek, I've taken off the gloves
I still got the fight, still the thirst
I just keep on searching for better or worse
Here I go
I don't know what waits but I am not afraid
I'll just make my own sweet way around the bend
One day I'll wake on a distant shore
My soul someplace it's never been before
I don't know what waits but I am not afraid
I'll just make my own sweet way around the bend
Here I go"
Suicide Doors,"Banner, David",2008,https://www.azlyrics.com/lyrics/davidbanner/suicidedoors.html,"David, David, David,
David, David, David,
David Banner Nigga
[Chorus: x2]
Suicide Doors Sui Sui Suicide Doors
Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors I'm Planning To Live Big
[Verse 1: David Banner]
I can give a fuck about you niggas and you
Hoes sitting in my black escalade got some
Suicide doors inside peanut butter peter
Pan brown I'm a country ass nigga with some
Dues on the ground show the motherfucking
Hollering skating meet me down the street
Sippin on some purple while your baby momma
Sucking me talk about my seed then it's skeet
If you fuck with me I don't have to throw a
Bitch to show you I'm a fucking G A to the
N to the G S C R some country ass niggasfrom
The sippi so we are man I got some dro mang
You can bring the cigar we can hit the dirrty
You buy off the bizzare
[Chorus: x2]
Suicide Doors Sui Sui Suicide Doors
Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors I'm Planning To Live Big
[Verse 2: Pimp C]
Suicide doors and a blonde hair gene it's
Not a damn chop it's a real Lamborghini 25
Shows in the circuit in the side ain't got
No bodyguards just need my guard these
Niggas mighty fraud I see it there stance
And a ho and I know that it gots a pussy
In his pants nigga I got your advance on my
Pinky ring bitch Pimp C bitch A 3 bitch
Need whole key bitch weigh me 1 3 bitch my
Uzi weighs a ton I bought a necklace for my
Dick and my nuts got there own Myspace page
Hit my balls 25 thous on a day bitch bitch
Bitch bitch bitch bitch hold up hold up
Bitch
[Chorus:]
Suicide Doors Sui Sui Suicide Doors
Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors I'm Planning To Live Big OK
[Verse 3: Kandi]
Pile of them niggas who know how to roll in
Them old school cars with them suicide doors
Every bitch want him 'cause he's riding so
Cold but I'm chillin on his side and we
Stuntin on them hos
[Verse 4: Bun B]
I'm known to be a baller but not on the court
I'm a rapper but work to export yeah I'm a
Player I don't play the game so keep em my
Pully pully out at the bar a nigga Mr.Street
Sweeper bun beata big bun beata show me
Respect mang perfect with the pistol they
Test it with a deck mang when you see the
Flashing it's the diamonds reflecting mang
So heavy on your mind before I blow it off
Your neck mang
[Chorus: x2]
Suicide Doors Sui Sui Suicide Doors
Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors Sui Sui Suicide Doors (Where I'm From)Suicide Doors I'm Planning To Live Big OK
[Outro:]
Nigga boom nigga boom N R tell y'all bitch
Ain't shit I got it motherfucker I'm planning
To big you can keep your wife nigga I just
Wanted your lawn and ans is a side I'll never
Go broke I said you can keep your wife I just
Wanted your lawn and ans is a side I'll never
Go broke bitch bitch Bitch bitch bitch bitch
Hold up hold up bitch"
Colors,Jay Electronica,2008,https://www.azlyrics.com/lyrics/jayelectronica/colors.html,"Don't get it confused
This message is for solo artists but I get at crews
We can make the news
I'll be on the low sippin daquiris in baton rogue
Or killing rock the bells with nas in pasanews
It's a small task for jay man
Wack niggas be dead and I be laughin
Sippin out my flask chillin in my ray bans
Imaginary crime boss
With albums full and look at my watch at how much my shine cost,
It's time lost
Who shot ya, the black bach blastin over opera
Phantom of the chakras
Jay doppla went from panhandling socks in box
To popular
This is just the start of it,
The kid intend to split more wigs than british parliament
Catch me on the global warmin tour with jigga and al gore
Performin dear summer, where autumn went
Eternal sunshine
Drum major without a drumlime
I'll be in the D screamin kick rocks to one time
When they say license and registration
I'm yellin reparations
Quote em from revelations
Then I peel off in they faces
Young black and arrogant with no id
The most extravagant
They should build me a statue on grambling campus
With a manuscript, that say he got at the best of them
Shot at the rest of them
Ain't no contesting em
Green says a lot niggas talkin shit but we ain't stressin em"
Masterswarm,"Bird, Andrew",2009,https://www.azlyrics.com/lyrics/andrewbird/masterswarm.html,"Come what may
Lay your eggs where it's warm
We come here to swarm
Come by sea
Swarm like smoke in the dawn
We were the young
We were the swarm
Radiolarians
Midges and moths
Cut from a cloth
We were the young
We were the swarm
Flailing fetal fleas
Feeding from the arms of the master
Burrow into me
And this is sure to misspell disaster
Oh and the young in the larval stage
Orchestrating plays
In vestments of translucent alabaster
So they took me to the hospital
They put my body through a scan
What they saw there would impress them all
For inside me grows a man
Who speaks with perfect diction
As he orders my eviction
As he acts with more conviction
Than I
Oh, burrow into me
This is sure to misspell disaster
Oh, burrow into me
You're feeding from the arms of the master
We were the young
We were the swarm
We were the young
Radiolarians
[3x]
Come what may
Come what may
Come"
Zindan,No. 1,2009,https://www.azlyrics.com/lyrics/no1/zindan.html,"Bu bi' zindan
Içi duman
Beni kurtar
Yok seni duyan ama dayan
Bu bi' zindan
Içi duman
Beni kurtar
Yok seni duyan ama dayan
Gözlerimde yoksa isik elektrik kesik
Yatirin parasini elektrik gelir geri
Kalbimin tuzaklari yari otomatik seri
Geceleri bizim sokaklar ve müzik
Çek içine zehri tak içine kaseti
Siyasetin ölmesini istiyorum iyi mi?
Profesör bir numara vokal anestezi
Canin cehenneme diyerek de örgütledim sizi
Kendinden çaldigini baskasina sat ben
Umutlarimi söndürüp isiklari yaktim
Güldügümü görme diye bu maskeyi taktim
Öldügünü görmek için hep hayatta kaldim
Insanliktan arta kalan acimasiz kirintilar
Kalbimdeki sular seni kayik yapar
Üzgünüm bu mikrofonda yok agzini tutan
Sana ilk kötülügü yapan annen ve baban!
Bu bi' zindan
Içi duman
Beni kurtar
Yok seni duyan ama dayan
Bu bi' zindan
Içi duman
Beni kurtar
Yok seni duyan ama dayan
Sürtükler parkinda aramiyorum aski
Sana göre pirlanta bana göre diski
Duygularim mantigima sürünerek kaçti
Zengin olunca da derim serseri hayati
Geleceginden utanir geçmisin derken
Sen çoktan kendinden geçmisin
Saçmalama saçini sansür ve tarak
Bu sairin takintisi sikintili uyak
Anlamazsan uçurumlar hislerimi sunar
Hayat yük olunca basina dizlerini kirar
Birak beni benim dostum yine benim
Ama senin kahrolasi dostun niye benim
Pisligin tekiysem bile duygularim steril
Kesilmeden devam eder ne yazik ki bu stil
Umurumda degil sizin egilip taptiginiz
Tüm konular tükürdügüm basliklari içerir
Götünle gülmek için önce donu indir
Slow-motion düsünme üsütürsün her an
Zindanin içinde zindan bu nasil plan
Üzülürsen karanlik çökebilir her an
Sadece dünyadan söz ediyordum zenci
Sakin ol!
Umut besliyorsan aydinlik çökebilir her an!
Bu bi' zindan
Içi duman
Beni kurtar
Yok seni duyan ama dayan
Bu bi' zindan
Içi duman
Beni kurtar
Yok seni duyan ama dayan"
Rather Be Me,Lloyd Banks,2009,https://www.azlyrics.com/lyrics/lloydbanks/ratherbeme.html,"[Intro:]
The Unit...
Yeeaaaah...
There's a lotta things in this world you can be...
But I hate to be you nigga...
You're not true...
[Verse 1:]
Uh...
All it is is murders and burglars around my way
Poverty society climbing up every day
Honesty inside of me probably be what I say
I stay here too long it'd probably come my way
Fiends don't wanna go and get clean they want that yay
Run up on my mansion you runnin' up on the K
Tangueray mixed with that henny and Alize
A hundred dollar bill though, petty, I'm 'bout my pay
Bitch niggaz holla my name it's all hate
Money bags and finger pointin' is all it takes
One more step and your steppin' into your fate
Wake up 'fore you can't wake up, you had your wake
Ain't nobody better than Blue and what he do
Fifty put me here, who I'm supposed to listen to
These niggaz is scared of The Unit I'm livin' proof
You ain't gotta like me or love me, I love you
[Chorus:]
If you ever lived a life of a G
Or seen half of the things that my eyes seen
You be just like me... Then you be just like me nigga...
If you ever lost something you loved
To a knife, a slug, or white drug
You be just like me... Then you be just like me nigga...
But if I had a heart of a fool
Which gives you the audacity to turn on your crew
I be just like you... Then I be just like you nigga...
If nuttin' outta my mouth was true
And I ain't have a clue and a cowards point of view
I be just like you... And I don't wanna be you nigga...
I rather be me...
[Verse 2:]
New York City is shitty but all I know
There ain't no way to shake it it follows me where I go
Find someone that doesn't acknowledge me for the flow
I can make another believer outta them yo
S-Five automobile that four do'
Boy it's jus' me and my toy, that fo' fo'
Rims pokin' outta my wheels as I peel
Ain't no use in givin' him grills you know the deal
Open up a can of whoop ass then hit the dash
Stick around and watch you take a loss as I laugh
Back on my grizzly who is he to come my way
Homie must be dizzy cause he can get done today
Beef is like a frizbee so throw it it's ok, stay
Low cause it can come back around any day, play
Games at your own risk cause I won't risk it all
Put my life in jeopardy just to ball...
[Chorus:]
If you ever lived a life of a G
Or seen half of the things that my eyes seen
You be just like me... Then you be just like me nigga...
If you ever lost something you loved
To a knife, a slug, or white drug
You be just like me... Then you be just like me nigga...
But if I had a heart of a fool
Which gives you the audacity to turn on your crew
I be just like you... Then I be just like you nigga...
If nuttin' outta my mouth was true
And I ain't have a clue and a cowards point of view
I be just like you... And I don't wanna be you nigga...
I rather be me...
[Outro:]
Some came some went...
And this how I vent...
G-Unit..."
"Tighter, Tighter","James, Tommy",2009,https://www.azlyrics.com/lyrics/tommyjames/tightertighter.html,"My baby does the hanky panky
Yeah, my baby does the hanky panky
Hey, my baby does the hanky panky
My baby does the hanky panky
Hey, my baby does the hanky panky
My baby does the hanky panky
Yeah, my baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
Hey, my baby does the hanky panky
I saw her walkin' on down the line
You know I saw her for the very first time
A pretty little girl standin' all alone
Hey, pretty baby, can I take you home
I never saw her, never, never saw her
Hey, my baby does the hanky panky
Yeah, my baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
Hey, my baby does the hanky panky, oh yeah
I saw her walkin' on down the line
You know I saw her for the very first time
A pretty little girl standin' all alone
Hey, pretty baby, can I take you home
I never saw her, never, never saw her
Hey, my baby does the hanky panky
Yeah, my baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
Yeah, my baby does the hanky panky
My baby does the hanky panky
Yeah, my baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky"
House Of Rats,Modern Day Escape,2009,https://www.azlyrics.com/lyrics/moderndayescape/houseofrats.html,"Well please don't believe
Everything that you've heard
You will never know all of the shit we have seen
I know it's hard to try and rule the world
This constant struggle is tearing us apart
You!
Will!
Sell
Your!
Soul
So tell me
I know the walls have ears and
I notice everything (GRR!)
Give!
Me!
Some!
Thing!
I
Am!
Fading!
Give me something
I am fading
Out!
In!
To!
A!
Hole
Of!
Emptiness!
Sell your life
And sacrifice your (GRR!)
Mind!
In!
Ex!
Change!
For
Success Man!
Someones going down tonight my friend
I swear to god it's not going to this guy
This is the sadness
This is just madness
I am pathetic
Where are your manners
We are the haunted
We are the lost and
It's 50/50 and I promise we'll make
MAKE IT OUT!
ALIVE!
We'll make it OUT!
This is the House of Rats!
There is no turning back!
This is the House of Rats!
There is no turning back!
Someones going down tonight my friend
I swear to god it's not going to this guy
This is the sadness
This is just madness
I am pathetic
Where are your manners
We are the haunted
We are the lost and
It's 50/50 and I promise we'll make
MAKE IT OUT!
ALIVE!
We'll make it out
We'll make it out!
Dear everyone I'm writing this letter to you
And saying our goodbyes
I'm giving up on everything
I'm giving up on life
And you know I will change
I'll never be the same
Into a hole
I'll never be the...
SAME!
Back there I want to be
Back there with everything
Back there I want to be
Something to something to somebody else!
I never wanted to!
I never wanted to!
I never wanted to be something to somebody else!
I never wanted to!
I never wanted to!
I never wanted to!
I never wanted....
I'll never be the same
I have changed
I'll never be the same
I have changed
I'll never be the same
I have changed
I'll never be the same
I have changed"
Can't Come,"Vile, Kurt",2009,https://www.azlyrics.com/lyrics/kurtvile/cantcome.html,"To come through for you must first include me too
And I can't come through for me
No I can't come through for. . 
Oh my honey child stole my money clout(?)
No I can't come through for it
No I can't come through for shit's greed calls
And damned if I did answer
And If that it ain't you
I can't come through for you
The words we share with our human heads
We spend all day filing it
Well thats one big pile of shit
Life was fun until I met someone
Then 4 then 3 then 2
So whats it gotta do with you?
When I was young I had everyone
Then 3 then 2 then 1
Could there never be a no one
Oh my honey child stole my money clout
No I can't come through with it
No I can't get through with it
If I ever come through hmm then why not well you
But it ain't easy like that, better take a long nap yeah
Oh money honey child stole my money clout
If I can't come through for me
I can't come through for you"
You And Me,SOJA,2009,https://www.azlyrics.com/lyrics/soja/youandme.html,"It's you and me, it's always been
And how I feel about you, there's no end, end
But you made me chase you around, all around
And then you need me again when you fall down, down
And when this dance is done
You and me are still the only ones
Yeah since time begun
And I'm still with you even when you're gone
When this dance is done
You and me are still the only ones
Well since our time begun
And I'm still with you even when you're gone
So I start it, and you stop it
I want it knowing that you're walking away
I start it, and you stop it
I want it knowing that you're walking away
I start it, and you stop it
I want it knowing that you're walking away
I start it, and you stop it
Ya-e ya-e yah-a
It's you and me, and we're back again
Don't introduce me to all your new friends, man
Why do you make me chase you around?
Why do your words make me not make a sound, sound?
And when this dance is done
You and me are still the only ones
Yes since our time begun
I'm still with you even when you're gone
When this dance is done
You and me are still the only ones
Yes since time begun
I'm still with you even when you're gone
I start it, and you stop it
I want it knowing that you're walking away
I start it, and you stop it
I want it knowing that you're walking away
I start it, and you stop it
I want it knowing that you're walking away
I start it, and you stop it
Ya-e ya-e yah"
We Won't Give Up,"Afters, The",2010,https://www.azlyrics.com/lyrics/afters/wewontgiveup.html,"Everywhere, everyday
All we hear is, all we hear is
Wait, it's not your time
Just get back in line
And they can try to knock us down
We've got our feet nailed to the ground
If you want to count us out, go ahead
But it's not over yet
We won't back down
We've gotta take our best shot
Give it all we got now
We won't back down
They say we'll never make it
But we're gonna take it all the way
We won't give up, we won't give up
We won't give up, we won't give up
With the clock running down
We're gonna leave our fears and failures all behind
This is our time
We'll reach till we touch the sky
We won't back down
We've gotta take our best shot
Give it all we got now
We won't back down
They say we'll never make it
But we're gonna take it all the way
We won't give up, we won't give up
We won't give up, we won't give up
We won't give up, we won't give up
We won't give up, we won't give up
We won't hold back and we won't slow down the pace
We wont let go and we won't call off the chase
We won't back down
We've gotta take our best shot
Give it all we got now
We won't back down
They say we'll never make it
But we're gonna take it all the way
We won't give up, we won't give up
We won't give up! We won't give up!
We won't give up, we won't give up
We won't give up! We won't give up!
We won't give up, we won't give up
They say we'll never make it
But we're gonna take it all the way
We won't give up!"
Bullets In The Gun,Toby Keith,2010,https://www.azlyrics.com/lyrics/tobykeith/bulletsinthegun.html,"They used to call me lightning
I was always quick to strike
Had everything I own
In the saddles on my bike
I had a reputation
For never staying very long
Just like a wild and restless drifter
Like a cowboy in a song
I met a darkhaired beauty
Where they lay the whiskey down
In southern Arizona
In a little border town
She had to dance for money
In that dusty old saloon
I dropped a dollar in the jukebox
Played that girl a tune, yeah
Never see it comin'
It just hits you by surprise
It's that cold place in your soul
And the fire in her eyes
That makes you come together
Like wild horses when they run
Now the cards are on the table and
The bullets in the gun
She was sittin' on my lap
We still had shots to kill
When a man pulled up
Who owned the bar
In a Cadillac Deville
Grabbed her by her raven hair
And threw her on the floor
Said, ""No free rides for the cowboys,
That ain't what I pay you for, no""
She jumped up and grabbed my pistol
Stuck it in the fat man's back
Said, ""Open up the safe
And put your money in the sack""
Then tied his hands behind him
And put a blindfold on his eyes
Said, ""If you're dumb enough to chase us, man,
You're dumb enough to die""
Never see it comin'
It just hits you by surprise
It's that cold place in your soul
And the fire in her eyes
Makes you come together
Like wild horses when they run
Now the cards are on the table
And the bullets in the gun
We rode across the border
Down into Mexico
When you're runnin' from the law
Ain't that where everybody goes
We came upon a town
With a name I couldn't spell
She gave me what I came for
In that Mexican motel
I woke up to sirens
And the sound of running feet
Near 50 Federals locked and loaded in the street
She grabbed my 44
I grabbed the money in the sack
I kissed her for the last time
And we headed out the back
Every gun was on us
And every heartbeat pounded
The only thing that's left to do
When they got you all surrounded
She fired that old pistol
But we didn't stand a prayer
Money hit the gravel
Bullets filled the air
Never see it comin'
Just hits you by surprise
It's that cold place in your soul
And the fire in her eyes
Makes you come together
Like wild horses when they run
Now the cards are on the table and
The bullets in the gun
Bullets in the gun
Bullets in the gun
Bullets in the gun"
My Heart Beats For Love,"Cyrus, Miley",2010,https://www.azlyrics.com/lyrics/mileycyrus/myheartbeatsforlove.html,"I've been stranded on a lonely street
Got lost in the shadows
Fell hard in the battle
Her cries and the suffering
Walked through the darkness
Left broken and heartless
I'm calling out, can you hear my voice?
I'm gonna find you through all the noise, oh whoa
You know there's nothing that I wouldn't do
So shine your light as I reach for you
My heart beats for love
My heart beats for love
It's the sound that I hear
Tells me not to give up
It breathes in my chest
And it runs through my blood
My heart beats for love
My heart beats for love
Whoa, oh oh oh yeah
And I've been told at least a thousand times
It's not worth struggle
The hurt or the trouble
I keep running up to these front lines
No, I won't surrender
I'll wait here forever
Standing here with my flag held high
Oh, can't you see that it's worth the fight?
My heart beats for love
My heart beats for love
It's the sound that I hear
Tells me not to give up
It breathes in my chest
And it runs through my blood
My heart beats for love
My heart beats for love
Oh, whoa oh oh oh yeah
I march across this battlefield
I'm screaming out, can you hear me now?
I'm holding on, I stand my ground
I'm screaming out, can you hear me now?
My heart beats for love
My heart beats for love
It's the sound that I hear
Tells me not to give up
It breathes in my chest
And it runs through my blood
My heart beats for love
My heart beats for love
My heart beats for love
My heart beats for love
It's the sound that I hear
Tells me not to give up
It breathes in my chest
And it runs through my blood
My heart beats for love
My heart beats for love
Whoa, oh oh oh yeah, love"
